390 9 40.0 69.0
390 9 60.0 56.0
390 9 80.0 47.0
390 9 100.0 44.0
390 9 120.0 36.0
390 9 140.0 34.0
390 9 160.0 32.0
390 9 180.0 30.0
390 9 200.0 29.0
390 9 250.0 25.0
390 9 300.0 22.0
390 9 350.0 22.0
390 9 400.0 21.0
390 9 450.0 20.0
390 9 500.0 19.0
390 9 550.0 18.0
390 9 600.0 18.0
390 9 650.0 18.0
390 9 700.0 18.0
390 24 40.0 69.0
390 24 60.0 56.0
390 24 80.0 45.0
390 24 100.0 41.0
390 24 120.0 37.0
390 24 140.0 34.0
390 24 160.0 32.0
390 24 180.0 29.0
390 24 200.0 28.0
390 24 250.0 26.0
390 24 300.0 23.0
390 24 350.0 21.0
390 24 400.0 20.0
390 24 450.0 20.0
390 24 500.0 20.0
390 24 550.0 18.0
390 24 600.0 19.0
390 24 650.0 18.0
390 24 700.0 18.0
390 48 20.0 65.0
390 48 40.0 52.0
390 48 60.0 43.0
390 48 80.0 35.0
390 48 100.0 31.0
390 48 120.0 30.0
390 48 140.0 27.0
390 48 160.0 27.0
390 48 180.0 24.0
390 48 200.0 23.0
390 48 250.0 22.0
390 48 300.0 20.0
390 48 350.0 20.0
390 48 400.0 20.0
390 48 450.0 19.0
390 48 500.0 18.0
390 48 550.0 18.0
390 48 600.0 18.0
390 48 650.0 18.0
390 48 700.0 17.0
390 84 20.0 63.0
390 84 40.0 46.0
390 84 60.0 38.0
390 84 80.0 33.0
390 84 100.0 31.0
390 84 120.0 26.0
390 84 140.0 25.0
390 84 160.0 24.0
390 84 180.0 23.0
390 84 200.0 22.0
390 84 250.0 20.0
390 84 300.0 20.0
390 84 350.0 20.0
390 84 400.0 19.0
390 84 450.0 19.0
390 84 500.0 19.0
390 84 550.0 19.0
390 84 600.0 18.0
390 84 650.0 18.0
390 84 700.0 18.0
390 129 20.0 63.0
390 129 40.0 50.0
390 129 60.0 42.0
390 129 80.0 37.0
390 129 100.0 31.0
390 129 120.0 28.0
390 129 140.0 26.0
390 129 160.0 25.0
390 129 180.0 22.0
390 129 200.0 22.0
390 129 250.0 23.0
390 129 300.0 21.0
390 129 350.0 20.0
390 129 400.0 20.0
390 129 450.0 20.0
390 129 500.0 20.0
390 129 550.0 19.0
390 129 600.0 20.0
390 129 650.0 20.0
390 129 700.0 18.0
390 198 20.0 61.0
390 198 40.0 44.0
390 198 60.0 37.0
390 198 80.0 33.0
390 198 100.0 28.0
390 198 120.0 28.0
390 198 140.0 25.0
390 198 160.0 25.0
390 198 180.0 24.0
390 198 200.0 23.0
390 198 250.0 22.0
390 198 300.0 22.0
390 198 350.0 22.0
390 198 400.0 21.0
390 198 450.0 21.0
390 198 500.0 20.0
390 198 550.0 20.0
390 198 600.0 20.0
390 198 650.0 20.0
390 198 700.0 20.0
390 291 20.0 62.0
390 291 40.0 44.0
390 291 60.0 36.0
390 291 80.0 30.0
390 291 100.0 28.0
390 291 120.0 27.0
390 291 140.0 26.0
390 291 160.0 24.0
390 291 180.0 24.0
390 291 200.0 24.0
390 291 250.0 23.0
390 291 300.0 22.0
390 291 350.0 22.0
390 291 400.0 21.0
390 291 450.0 21.0
390 291 500.0 21.0
390 291 550.0 22.0
390 291 600.0 21.0
390 291 650.0 20.0
390 291 700.0 19.0
390 390 20.0 69.0
390 390 40.0 61.0
390 390 60.0 50.0
390 390 80.0 43.0
390 390 100.0 37.0
390 390 120.0 34.0
390 390 140.0 32.0
390 390 160.0 30.0
390 390 180.0 28.0
390 390 200.0 26.0
390 390 250.0 25.0
390 390 300.0 24.0
390 390 350.0 24.0
390 390 400.0 23.0
390 390 450.0 22.0
390 390 500.0 22.0
390 390 550.0 22.0
390 390 600.0 22.0
390 390 650.0 22.0
390 390 700.0 22.0
390 534 20.0 69.0
390 534 40.0 55.0
390 534 60.0 47.0
390 534 80.0 37.0
390 534 100.0 34.0
