6.0 6.0 3.967881570937827e-15 2.954851037062024e-15
6.0 8.0 3.5062324034194104e-15 2.773404729486326e-15
6.0 10.0 2.414762126774645e-15 2.495468865103656e-15
6.0 12.0 3.0246836708665107e-15 2.569248398136362e-15
6.0 14.0 4.456028700837584e-15 2.82367431712443e-15
6.0 16.0 3.558036006333185e-15 3.404708404232925e-15
6.0 18.0 3.90297477498676e-15 4.157742465530713e-15
6.0 20.0 5.2149788345842005e-15 5.210345259914194e-15
6.0 22.0 7.778322525465489e-15 6.5735903167357026e-15
6.0 24.0 1.0319963235509988e-14 7.344853273381292e-15
6.0 26.0 6.802548146432261e-15 7.537204098489597e-15
6.0 28.0 7.95893883211463e-15 7.955008771349553e-15
6.0 30.0 1.0800088201798843e-14 8.635923666637424e-15
10.0 6.0 2.414762126774645e-15 1.924306061998317e-15
10.0 8.0 1.840952344698621e-15 1.6050056071494892e-15
10.0 10.0 1.5031260143197697e-15 1.3583017654539388e-15
10.0 12.0 1.5914019906884632e-15 1.4798524354037628e-15
10.0 14.0 1.9742128587414648e-15 1.5679670758640808e-15
10.0 16.0 1.9819360161993923e-15 1.8053365601947276e-15
10.0 18.0 2.1071454336714308e-15 2.0412957236375266e-15
10.0 20.0 3.568529451724299e-15 2.46418406589132e-15
10.0 22.0 3.1718551009110408e-15 3.01950167731743e-15
10.0 24.0 4.183928328887683e-15 3.0326908129296987e-15
10.0 26.0 3.2702800654545333e-15 2.9508160866362845e-15
10.0 28.0 3.478252322029346e-15 3.077307021251082e-15
10.0 30.0 4.392986798057373e-15 3.3267697312712756e-15
20.0 6.0 5.2149788345842005e-15 4.183860758839558e-15
20.0 8.0 5.059740498627642e-15 3.4197142967453213e-15
20.0 10.0 3.5698269938829955e-15 3.0745737242025613e-15
20.0 12.0 2.967374055362309e-15 2.670047510528492e-15
20.0 14.0 3.0822750280152936e-15 2.4119952158525727e-15
20.0 16.0 2.6939663360390775e-15 2.4968771213634985e-15
20.0 18.0 2.5360554805880655e-15 2.667208823619836e-15
20.0 20.0 4.661613855247208e-15 2.912756932591847e-15
20.0 22.0 3.794795076413533e-15 3.2310531223672388e-15
20.0 24.0 4.923070855001396e-15 3.138767345183864e-15
20.0 26.0 2.859807251457527e-15 3.061747868393261e-15
20.0 28.0 3.046161128429391e-15 2.9820131922848223e-15
20.0 30.0 5.3488884390299286e-15 3.0608216461710964e-15
