6.0	6.0	4.752638131904345e-15	5.139768275501586e-15	2.424215398317102e-16
6.0	8.0	4.009192400128339e-15	4.629604130549689e-15	2.7821497101330907e-16
6.0	10.0	2.573667292964049e-15	3.842197914851732e-15	3.360473448521379e-16
6.0	12.0	3.0776508927177667e-15	3.392417178799234e-15	4.0908634846601094e-16
6.0	14.0	4.448414971710177e-15	3.8413875346641144e-15	4.945469284789122e-16
6.0	16.0	3.552259118081212e-15	4.482182511771251e-15	5.911510690516636e-16
6.0	18.0	3.831296695350613e-15	5.355013923293411e-15	6.982538397146964e-16
6.0	20.0	5.178322729222312e-15	6.672325424462874e-15	8.155031319649887e-16
6.0	22.0	7.334313853475005e-15	8.520228029914692e-15	9.42693766787575e-16
6.0	24.0	1.0317821968015631e-14	9.583072261281832e-15	1.0796995399640933e-15
6.0	26.0	5.711773769488287e-15	9.308957858651127e-15	1.2264392339214248e-15
6.0	28.0	6.252074780850522e-15	9.259886699503593e-15	1.3828585493740231e-15
6.0	30.0	1.0870309673917682e-14	9.57635891711163e-15	1.54891998444916e-15
10.0	6.0	2.573667292964049e-15	3.842197914851732e-15	3.360473448521379e-16
10.0	8.0	1.9124325854591767e-15	1.8682213382968434e-15	3.080395756460707e-16
10.0	10.0	1.2830697137031864e-15	1.751322432040653e-15	3.129648621767239e-16
10.0	12.0	1.3245971015378597e-15	1.776047337598731e-15	3.36446695174259e-16
10.0	14.0	1.7771808696825115e-15	1.905288358716043e-15	3.7223648717635995e-16
10.0	16.0	1.6455790928178007e-15	2.063981172654318e-15	4.1715938906565443e-16
10.0	18.0	1.7902605054306943e-15	2.395536202426959e-15	4.694634921727996e-16
10.0	20.0	3.4274010218273117e-15	2.774863885523324e-15	5.281282049232215e-16
10.0	22.0	2.6808690055713423e-15	3.3066376393724742e-15	5.925325428927074e-16
10.0	24.0	3.655744774618891e-15	3.303820991153148e-15	6.622840040826685e-16
10.0	26.0	2.3011116105401324e-15	3.1846668289100797e-15	7.371259014766821e-16
10.0	28.0	2.4509454796906464e-15	3.2535157256176497e-15	8.168851571492052e-16
10.0	30.0	3.945068691386283e-15	3.5722397145648256e-15	9.014418308801339e-16
20.0	6.0	5.178322729222312e-15	6.672325424462874e-15	8.155031319649887e-16
20.0	8.0	5.144940553084052e-15	3.619925122130805e-15	6.252770479358341e-16
20.0	10.0	3.4357580794320726e-15	2.774863885523324e-15	5.281282049232215e-16
20.0	12.0	2.7856709785539406e-15	2.706183297405814e-15	4.752427126893619e-16
20.0	14.0	3.0771479872460017e-15	2.8725131944797956e-15	4.474292561960943e-16
20.0	16.0	2.5012635443319615e-15	3.15772779634038e-15	4.3563374562632623e-16
20.0	18.0	2.5831188391904416e-15	3.571007584614079e-15	4.3498724589809906e-16
20.0	20.0	4.263858036751144e-15	3.981729219503414e-15	4.425991526365494e-16
20.0	22.0	3.4089321993127613e-15	4.177369353657476e-15	4.566214275470499e-16
20.0	24.0	4.418181077669602e-15	4.008083367299073e-15	4.758074793310437e-16
20.0	26.0	3.014429973755314e-15	3.770983598166225e-15	4.992838870518744e-16
20.0	28.0	3.153943913690942e-15	3.634856394152318e-15	5.26421888574927e-16
20.0	30.0	4.6071628095279275e-15	3.4434615310555928e-15	5.56759641354205e-16
