6.0	6.0	4.565942572924012e-15	4.654973212054783e-15	3.129648621767239e-16
6.0	8.0	3.815759588307019e-15	4.239352339295812e-15	3.5917398313337514e-16
6.0	10.0	2.5142834059790214e-15	3.614271136686424e-15	4.33835256716517e-16
6.0	12.0	3.045953765555758e-15	3.3170778318171934e-15	5.281282049232214e-16
6.0	14.0	4.386491442368096e-15	3.774890086772981e-15	6.384573393056191e-16
6.0	16.0	3.492685421273363e-15	4.442356877654343e-15	7.631727485099347e-16
6.0	18.0	3.788988662624295e-15	5.3857608766494884e-15	9.01441830880134e-16
6.0	20.0	5.122198141831605e-15	6.764327173440005e-15	1.0528100162934635e-15
6.0	22.0	7.449766216645226e-15	8.696167576194741e-15	1.2170124197806055e-15
6.0	24.0	1.0245869012068953e-14	9.761231398058115e-15	1.3938861123962474e-15
6.0	26.0	6.039560642757578e-15	9.581393278336048e-15	1.5833262427043537e-15
6.0	28.0	6.775984788272144e-15	9.615322601843324e-15	1.785262710628713e-15
6.0	30.0	1.0776385877834263e-14	9.974116848778568e-15	1.999647101459816e-15
10.0	6.0	2.5142834059790214e-15	3.614271136686424e-15	4.33835256716517e-16
10.0	8.0	1.8511385064078846e-15	1.878401210110758e-15	3.976773821500107e-16
10.0	10.0	1.3219754433417926e-15	1.7645282248659384e-15	4.0403589971951706e-16
10.0	12.0	1.3976192086454984e-15	1.8407628756776822e-15	4.3435081576547616e-16
10.0	14.0	1.8111927122559293e-15	2.006369719687159e-15	4.805552385615976e-16
10.0	16.0	1.738187708700567e-15	2.2095401960696236e-15	5.385504555217801e-16
10.0	18.0	1.8694167983561666e-15	2.567546613017539e-15	6.060747622792095e-16
10.0	20.0	3.4509819006210954e-15	3.0162620337851162e-15	6.818105807766849e-16
10.0	22.0	2.818714652357761e-15	3.628267824893992e-15	7.649562235697958e-16
10.0	24.0	3.823025759884357e-15	3.598689828111587e-15	8.550049727572468e-16
10.0	26.0	2.5843126986120433e-15	3.449638619256522e-15	9.51625446825773e-16
10.0	28.0	2.7192550680556386e-15	3.470463760710064e-15	1.0545942031343003e-15
10.0	30.0	4.0399985472234585e-15	3.81480867463429e-15	1.1637563995244938e-15
20.0	6.0	5.122198141831605e-15	6.764327173440005e-15	1.0528100162934635e-15
20.0	8.0	5.10279690595673e-15	3.729480362906694e-15	8.072291978070741e-16
20.0	10.0	3.4554779755941218e-15	3.0162620337851162e-15	6.818105807766849e-16
20.0	12.0	2.828924417345182e-15	2.762614202674626e-15	6.135357038841117e-16
20.0	14.0	3.0675189721786603e-15	2.7890173555643915e-15	5.776286859511483e-16
20.0	16.0	2.546567739023739e-15	3.090661833812962e-15	5.624007472855732e-16
20.0	18.0	2.5196652227195706e-15	3.5321620460211704e-15	5.615661197253228e-16
20.0	20.0	4.554515171190577e-15	4.025536885457594e-15	5.713930490689567e-16
20.0	22.0	3.606359397104145e-15	4.402587851474019e-15	5.894957281370604e-16
20.0	24.0	4.6876828469765446e-15	4.242551150222651e-15	6.14264814483354e-16
20.0	26.0	2.904577650905593e-15	4.0333043969689285e-15	6.445727265272048e-16
20.0	28.0	3.0509534597022048e-15	3.9056558835222375e-15	6.796077358432494e-16
20.0	30.0	5.0323658363401226e-15	3.770848399154971e-15	7.187736062684167e-16
