6.0	6.0	4.214944919915518e-15	4.246938011927237e-15	4.425991526365494e-16
6.0	8.0	3.609349802775588e-15	3.93547476607187e-15	5.079487181987845e-16
6.0	10.0	2.4493099439540016e-15	3.486557198265169e-15	6.135357038841117e-16
6.0	12.0	3.0367254150072035e-15	3.4982203492597757e-15	7.468860700741769e-16
6.0	14.0	4.4394996006320375e-15	3.8623592379231975e-15	9.029150282426475e-16
6.0	16.0	3.53189619852429e-15	4.636819785129386e-15	1.079289251376301e-15
6.0	18.0	3.863703214205006e-15	5.672528453273915e-15	1.2748312629211196e-15
6.0	20.0	5.179199724257413e-15	7.114381360899384e-15	1.4888982036444555e-15
6.0	22.0	7.7092500581215e-15	9.029810921162943e-15	1.7211154696302306e-15
6.0	24.0	1.030374923039625e-14	1.0125836502549419e-14	1.971252644554281e-15
6.0	26.0	6.619450289749297e-15	1.0261407377615385e-14	2.2391614460937316e-15
6.0	28.0	7.671128063221363e-15	1.0702668672089462e-14	2.52474273777008e-15
6.0	30.0	1.078729261812408e-14	1.149513598991671e-14	2.8279280508445203e-15
10.0	6.0	2.4493099439540016e-15	3.486557198265169e-15	6.135357038841117e-16
10.0	8.0	1.8221410471053466e-15	2.0349898726752987e-15	5.624007472855732e-16
10.0	10.0	1.442834444351717e-15	1.8520791652798895e-15	5.713930490689567e-16
10.0	12.0	1.5315565980928726e-15	2.0072021105539424e-15	6.14264814483354e-16
10.0	14.0	1.9195219810881422e-15	2.1464149979714813e-15	6.796077358432494e-16
10.0	16.0	1.9088898325268775e-15	2.4507291121848513e-15	7.616253582211097e-16
10.0	18.0	2.0380937589847546e-15	2.8026536823399776e-15	8.571191486273077e-16
10.0	20.0	3.533377252581243e-15	3.3651291580051018e-15	9.642257703038646e-16
10.0	22.0	3.0789122173615286e-15	4.1107526044205315e-15	1.0818114659941107e-15
10.0	24.0	4.0906295880720816e-15	4.093980829963085e-15	1.209159628369737e-15
10.0	26.0	3.0888428708711432e-15	3.94851894268692e-15	1.3458016132003647e-15
10.0	28.0	3.271539335358761e-15	4.0700840771387535e-15	1.4914214248725743e-15
10.0	30.0	4.282445211929717e-15	4.4139778891497756e-15	1.6458000835060213e-15
20.0	6.0	5.179199724257413e-15	7.114381360899384e-15	1.4888982036444555e-15
20.0	8.0	5.057095934207475e-15	3.997385502840565e-15	1.1415944794823182e-15
20.0	10.0	3.5351512521340613e-15	3.3651291580051018e-15	9.642257703038646e-16
20.0	12.0	2.927907246553675e-15	2.9890241452721214e-15	8.67670513433034e-16
20.0	14.0	3.0661916164159015e-15	2.7483696452948444e-15	8.168903216878631e-16
20.0	16.0	2.6437595005979277e-15	2.9546241163347845e-15	7.953547643000214e-16
20.0	18.0	2.5075143369836625e-15	3.4528980300127998e-15	7.941744226847848e-16
20.0	20.0	4.664782546703039e-15	4.069626644756624e-15	8.080717994390341e-16
20.0	22.0	3.763941899492206e-15	4.527113961942587e-15	8.336728536924336e-16
20.0	24.0	4.894845538273367e-15	4.383614623314178e-15	8.687016315309523e-16
20.0	26.0	2.8367957658670463e-15	4.254597383053781e-15	9.11563491790577e-16
20.0	28.0	3.018330521973953e-15	4.141638899776731e-15	9.611104771231951e-16
20.0	30.0	5.322382214867915e-15	4.195436686859072e-15	1.0164993822606142e-15
