6.0 6.0 3.699537813527063e-15 2.9179738362341232e-15
6.0 8.0 3.380885902253903e-15 2.7830325622047303e-15
6.0 10.0 2.366116817318918e-15 2.5449541099418386e-15
6.0 12.0 2.9915553836508334e-15 2.6620649929880856e-15
6.0 14.0 4.438367186810846e-15 2.9292533059133804e-15
6.0 16.0 3.5609195004428756e-15 3.534565796103542e-15
6.0 18.0 3.9147456520752406e-15 4.306662904018738e-15
6.0 20.0 5.2201409092210435e-15 5.3963714653538935e-15
6.0 22.0 7.783690645706482e-15 6.780036650434811e-15
6.0 24.0 1.0274430159691914e-14 7.544470685336056e-15
6.0 26.0 6.906556184087451e-15 7.820056215853999e-15
6.0 28.0 8.135687478495378e-15 8.322428070840677e-15
6.0 30.0 1.075496745789536e-14 9.100583349536645e-15
10.0 6.0 2.366116817318918e-15 1.981909898525771e-15
10.0 8.0 1.8674983166678495e-15 1.6702026077850083e-15
10.0 10.0 1.5607560350600716e-15 1.4131256144027847e-15
10.0 12.0 1.6500350138353764e-15 1.5366503509361205e-15
10.0 14.0 2.028076040765393e-15 1.6226515038362493e-15
10.0 16.0 2.0518139534702218e-15 1.872650052979532e-15
10.0 18.0 2.172251004255324e-15 2.0995396626924835e-15
10.0 20.0 3.603099448205753e-15 2.5436388816432867e-15
10.0 22.0 3.255781812490183e-15 3.1203600610358798e-15
10.0 24.0 4.2690590829703565e-15 3.1578799229623403e-15
10.0 26.0 3.4283602321185833e-15 3.103270780570846e-15
10.0 28.0 3.65869058090522e-15 3.261065536219539e-15
10.0 30.0 4.501300794506622e-15 3.5244988117372064e-15
20.0 6.0 5.2201409092210435e-15 4.377102610607701e-15
20.0 8.0 5.074425140733232e-15 3.4693129789895428e-15
20.0 10.0 3.604101072698365e-15 3.0566362438522604e-15
20.0 12.0 3.0014443928143876e-15 2.6650741968577242e-15
20.0 14.0 3.1037076667796877e-15 2.4625615141903195e-15
20.0 16.0 2.7450522686790645e-15 2.5497004034894855e-15
20.0 18.0 2.573947674487151e-15 2.7217760418428475e-15
20.0 20.0 4.6544301853517114e-15 2.954435987004424e-15
20.0 22.0 3.817999512808756e-15 3.264762552077871e-15
20.0 24.0 4.933641879830517e-15 3.181559419748461e-15
20.0 26.0 2.898969262161303e-15 3.1132834989452308e-15
20.0 28.0 3.0869411178642954e-15 3.0321241164726267e-15
20.0 30.0 5.3531837811563905e-15 3.136953777256488e-15
